Run Num.,Best Fit Max,Best Fit Sorted,First Fit Max,First Fit Sorted,Worst Fit Max,Worst Fit Sorted,Allocable,Back Tracks
73,0,0,0,0,0,0,0,3396
74,0,0,0,0,0,0,0,9876
75,0,0,0,0,0,0,0,1956
76,0,0,0,0,0,0,0,5556
77,0,0,0,0,0,0,0,2676
78,0,0,0,0,0,0,0,3396
79,0,0,0,0,0,0,0,1956
80,0,0,0,0,0,0,0,1956
81,0,0,0,0,0,0,0,1956
82,0,0,0,0,0,0,0,3396
83,0,0,0,0,0,0,0,3396
84,0,0,0,0,0,0,0,1956
85,0,0,0,0,0,0,0,1956
86,0,0,0,0,0,0,0,1956
87,0,0,0,0,0,0,0,1956
88,0,0,0,0,0,0,0,3756
89,0,0,0,0,0,0,0,2676
90,0,0,0,0,0,0,0,5196
91,0,0,0,0,0,0,0,3396
92,0,0,0,0,0,0,0,4836
93,0,0,0,0,0,0,0,2676
94,0,0,0,0,0,0,0,1956
95,0,0,0,0,0,0,0,2676
96,0,0,0,0,0,0,0,10956
97,0,0,0,0,0,0,0,1956
98,0,0,0,0,0,0,0,3396
99,0,0,0,0,0,0,0,6996
100,0,0,0,0,0,0,0,1956
101,0,0,0,0,0,0,0,1956
102,0,0,0,0,0,0,0,1956
103,0,0,0,0,0,0,0,6636
104,0,0,0,0,0,0,0,1956
105,0,0,0,0,0,0,0,7116
106,0,0,0,0,0,0,0,9876
107,0,0,0,0,0,0,0,1956
108,0,0,0,0,0,0,0,12756
109,0,0,0,0,0,0,0,1956
110,0,0,0,0,0,0,0,1956
111,0,0,0,0,0,0,0,1956
112,0,0,0,0,0,0,0,3396
113,0,0,0,0,0,0,0,1956
114,0,0,0,0,0,0,0,1956
115,0,0,0,0,0,0,0,1956
116,0,0,0,0,0,0,0,3756
117,0,0,0,0,0,0,0,44502
118,0,0,0,0,0,0,0,1956
119,0,0,0,0,0,0,0,1956
120,0,0,0,0,0,0,0,2676
121,0,0,0,0,0,0,0,1956
122,0,0,0,0,0,0,0,7716
123,0,0,0,0,0,0,0,2676
124,0,0,0,0,0,0,0,2676
125,0,0,0,0,0,0,0,1956
126,0,0,0,0,0,0,0,1956
127,0,0,0,0,0,0,0,4836
128,0,0,0,0,0,0,0,4116
129,0,0,0,0,0,0,0,1956
130,0,0,0,0,0,0,0,1956
131,0,0,0,0,0,0,0,1956
132,0,0,0,0,0,0,0,14556
133,0,0,0,0,0,0,0,4116
134,0,0,0,0,0,0,0,1956
135,0,0,0,0,0,0,0,4836
136,0,0,0,0,0,0,0,2676
137,0,0,0,0,0,0,0,1956
138,0,0,0,0,0,0,0,1956
139,0,0,0,0,0,0,0,1956
140,0,0,0,0,0,0,0,1956
141,0,0,0,0,0,0,0,20676
142,0,0,0,0,0,0,0,15276
143,0,0,0,0,0,0,0,1956
144,0,0,0,0,0,0,0,1956
145,0,0,0,0,0,0,0,4596
146,0,0,0,0,0,0,0,3396
147,0,0,0,0,0,0,0,3396
148,0,0,0,0,0,0,0,1956
149,0,0,0,0,0,0,0,2676
150,0,0,0,0,0,0,0,1956
151,0,0,0,0,0,0,0,5556
152,0,0,0,0,0,0,0,2676
153,0,0,0,0,0,0,0,2676
154,0,0,0,0,0,0,0,1956
155,0,0,0,0,0,0,0,3396
156,0,0,0,0,0,0,0,1956
157,0,0,0,0,0,0,0,3396
158,0,0,0,0,0,0,0,3396
159,0,0,0,0,0,0,0,1956
160,0,0,0,0,0,0,0,5556
161,0,0,0,0,0,0,0,1956
162,0,0,0,0,0,0,0,1956
163,0,0,0,0,0,0,0,3756
164,0,0,0,0,0,0,0,5196
165,0,0,0,0,0,0,0,15636
166,0,0,0,0,0,0,0,22476
167,0,0,0,0,0,0,0,1956
168,0,0,0,0,0,0,0,9876
169,0,0,0,0,0,0,0,1956
170,1,1,1,1,0,1,0,0
171,0,0,0,0,0,0,0,1956
172,0,0,0,0,0,0,0,4116
173,0,0,0,0,0,0,0,2676
174,0,0,0,0,0,0,0,16356
175,0,0,0,0,0,0,0,4116
176,0,0,0,0,0,0,0,1956
177,0,0,0,0,0,0,0,17556
178,0,0,0,0,0,0,0,3906
179,0,0,0,0,0,0,0,3396
180,0,0,0,0,0,0,0,2676
181,0,0,0,0,0,0,0,1956
182,0,0,0,0,0,0,0,4836
183,0,0,0,0,0,0,0,5916
184,0,0,0,0,0,0,0,1956
185,0,0,0,0,0,0,0,3396
186,0,0,0,0,0,0,0,1956
187,0,0,0,0,0,0,0,1956
188,0,0,0,0,0,0,0,17796
189,0,0,0,0,0,0,0,1956
190,0,0,0,0,0,0,0,1956
191,0,0,0,0,0,0,0,18156
192,0,0,0,0,0,0,0,3396
193,0,0,0,0,0,0,0,1956
194,0,0,0,0,0,0,0,1956
195,0,0,0,0,0,0,0,2676
196,0,0,0,0,0,0,0,1956
197,0,0,0,0,0,0,0,1956
198,0,0,0,0,0,0,0,1956
199,0,0,0,0,0,0,0,3396
200,0,0,0,0,0,0,0,1956
201,0,0,0,0,0,0,0,4116
202,0,0,0,0,0,0,0,9876
203,0,0,0,0,0,0,0,3756
204,0,0,0,0,0,0,0,16476
205,0,0,0,0,0,0,0,1956
206,0,0,0,0,0,0,0,3396
207,0,0,0,0,0,0,0,5556
208,0,0,0,0,0,0,0,7716
209,0,0,0,0,0,0,0,3912
210,0,0,0,0,0,0,0,1956
211,0,0,0,0,0,0,0,1956
212,0,0,0,0,0,0,0,1956
213,0,0,0,0,0,0,0,6996
214,0,0,0,0,0,0,0,1956
215,0,0,0,0,0,0,0,1956
216,0,0,0,0,0,0,0,1956
217,0,0,0,0,0,0,0,4116
218,0,0,0,0,0,0,0,1956
219,0,0,0,0,0,0,0,1956
220,0,0,0,0,0,0,0,10356
221,0,0,0,0,0,0,0,1956
222,0,0,0,0,0,0,0,4476
223,0,0,0,0,0,0,0,3396
224,0,0,0,0,0,0,0,4836
225,0,0,0,0,0,0,0,5556
226,0,0,0,0,0,0,0,2676
227,0,0,0,0,0,0,0,7716
228,0,0,0,0,0,0,0,1956
229,0,0,0,0,0,0,0,1956
230,0,0,0,0,0,0,0,1956
231,0,0,0,0,0,0,0,2676
232,0,0,0,0,0,0,0,1956
233,0,0,0,0,0,0,0,1956
234,0,0,0,0,0,0,0,13986
235,0,0,0,0,0,0,0,1956
236,0,0,0,0,0,0,0,2676
237,0,0,0,0,0,0,0,8436
238,0,0,0,0,0,0,0,5346
239,0,0,0,0,0,0,0,1956
240,0,0,0,0,0,0,0,1956
241,0,0,0,0,0,0,0,1956
242,0,0,0,0,0,0,0,33036
243,0,0,0,0,0,0,0,1956
244,0,0,0,0,0,0,0,2676
245,0,0,0,0,0,0,0,8436
246,0,0,0,0,0,0,0,1956
247,0,0,0,0,0,0,0,4596
248,0,0,0,0,0,0,0,2676
249,0,0,0,0,0,0,0,1956
250,0,0,0,0,0,0,0,1956
251,0,0,0,0,0,0,0,1956
252,0,0,0,0,0,0,0,9876
253,0,0,0,0,0,0,0,2676
254,0,0,0,0,0,0,0,1956
255,0,0,0,0,0,0,0,1956
256,0,0,0,0,0,0,0,9156
257,0,0,0,0,0,0,0,2676
258,0,0,0,0,0,0,0,1956
259,0,0,0,0,0,0,0,1956
260,0,0,0,0,0,0,0,1956
261,0,0,0,0,0,0,0,3396
262,0,0,0,0,0,0,0,6276
263,0,0,0,0,0,0,0,1956
264,0,0,0,0,0,0,0,4116
265,0,0,0,0,0,0,0,1956
266,0,0,0,0,0,0,0,1956
267,0,0,0,0,0,0,0,6756
268,0,0,0,0,0,0,0,1956
269,0,0,0,0,0,0,0,1956
270,0,0,0,0,0,0,0,4476
271,0,0,0,0,0,0,0,1956
272,0,0,0,0,0,0,0,1956
273,0,0,0,0,0,0,0,4116
274,0,0,0,0,0,0,0,1956
275,0,0,0,0,0,0,0,2676
276,0,0,0,0,0,0,0,12756
277,0,0,0,0,0,0,0,1956
278,0,0,0,0,0,0,0,1956
279,0,0,0,0,0,0,0,3876
280,0,0,0,0,0,0,0,2676
281,0,0,0,0,0,0,0,4836
282,0,0,0,0,0,0,0,1956
283,0,0,0,0,0,0,0,1956
284,0,0,0,0,0,0,0,2676
285,0,0,0,0,0,0,0,1956
286,0,0,0,0,0,0,0,1956
287,0,0,0,0,0,0,0,1956
288,0,0,0,0,0,0,0,1956
289,0,0,0,0,0,0,0,1956
290,0,0,0,0,0,0,0,1956
291,0,0,0,0,0,0,0,1956
292,0,0,0,0,0,0,0,1956
293,0,0,0,0,0,0,0,4836
294,0,0,0,0,0,0,0,1956
295,0,0,0,0,0,0,0,1956
296,0,0,0,0,0,0,0,1956
297,0,0,0,0,0,0,0,1956
298,0,0,0,0,0,0,0,1956
299,0,0,0,0,0,0,0,4596
300,0,0,0,0,0,0,0,1956
301,0,0,0,0,0,0,0,1956
302,0,0,0,0,0,0,0,3396
303,0,0,0,0,0,0,0,3396
304,0,0,0,0,0,0,0,3396
305,0,0,0,0,0,0,0,1956
306,0,0,0,0,0,0,0,4836
307,0,0,0,0,0,0,0,1956
308,0,0,0,0,0,0,0,2676
309,0,0,0,0,0,0,0,3396
310,0,0,0,0,0,0,0,1956
311,0,0,0,0,0,0,0,1956
312,0,0,0,0,0,0,0,4116
313,0,0,0,0,0,0,0,1956
314,0,0,0,0,0,0,0,2676
315,0,0,0,0,0,0,0,57036
316,0,0,0,0,0,0,0,31476
317,0,0,0,0,0,0,0,2676
318,0,0,0,0,0,0,0,1956
319,0,0,0,0,0,0,0,1956
320,0,0,0,0,0,0,0,1956
321,0,0,0,0,0,0,0,2676
322,0,0,0,0,0,0,0,1956
323,0,0,0,0,0,0,0,3396
324,0,0,0,0,0,0,0,1956
325,0,0,0,0,0,0,0,12516
326,0,0,0,0,0,0,0,1956
327,0,0,0,0,0,0,0,1956
328,0,0,0,0,0,0,0,1956
329,0,0,0,0,0,0,0,1956
330,0,0,0,0,0,0,0,1956
331,0,0,0,0,0,0,0,2676
332,0,0,0,0,0,0,0,3396
333,0,0,0,0,0,0,0,1956
334,0,0,0,0,0,0,0,7716
335,0,0,0,0,0,0,0,13476
336,0,0,0,0,0,0,0,6756
337,0,0,0,0,0,0,0,1956
338,0,0,0,0,0,0,0,1956
339,0,0,0,0,0,0,0,23556
340,0,0,0,0,0,0,0,3396
341,0,0,0,0,0,0,0,1956
342,0,0,0,0,0,0,0,4116
343,0,0,0,0,0,0,0,1956
344,0,0,0,0,0,0,0,1956
345,0,0,0,0,0,0,0,3396
346,0,0,0,0,0,0,0,10596
347,0,0,0,0,0,0,0,1956
348,0,0,0,0,0,0,0,1956
349,0,0,0,0,0,0,0,2676
350,0,0,0,0,0,0,0,14196
351,1,1,1,1,0,0,0,0
352,0,0,0,0,0,0,0,1956
353,0,0,0,0,0,0,0,1956
354,0,0,0,0,0,0,0,1956
355,0,0,0,0,0,0,0,1956
356,0,0,0,0,0,0,0,3906
357,0,0,0,0,0,0,0,10146
358,0,0,0,0,0,0,0,3396
359,0,0,0,0,0,0,0,18156
360,0,0,0,0,0,0,0,3396
361,0,0,0,0,0,0,0,1956
362,0,0,0,0,0,0,0,1956
363,0,0,0,0,0,0,0,7716
364,0,0,0,0,0,0,0,1956
365,0,0,0,0,0,0,0,1956
366,0,0,0,0,0,0,0,22266
367,0,0,0,0,0,0,0,1956
368,0,0,0,0,0,0,0,3396
369,0,0,0,0,0,0,0,4116
370,0,0,0,0,0,0,0,7716
371,0,0,0,0,0,0,0,1956
372,0,0,0,0,0,0,0,1956
373,0,0,0,0,0,0,0,1956
374,0,0,0,0,0,0,0,1956
375,0,0,0,0,0,0,0,2676
376,0,0,0,0,0,0,0,2676
377,0,0,0,0,0,0,0,1956
378,0,0,0,0,0,0,0,3396
379,0,0,0,0,0,0,0,6996
380,0,0,0,0,0,0,0,2676
381,0,0,0,0,0,0,0,3396
382,0,0,0,0,0,0,0,1956
383,0,0,0,0,0,0,0,1956
384,0,0,0,0,0,0,0,1956
385,0,0,0,0,0,0,1,27
386,0,0,0,0,0,0,0,3396
387,0,0,0,0,0,0,0,1956
388,0,0,0,0,0,0,0,3876
389,0,0,0,0,0,0,0,1956
390,0,0,0,0,0,0,0,18516
391,0,0,0,0,0,0,0,5712
392,0,0,0,0,0,0,0,1956
393,0,0,0,0,0,0,0,1956
394,0,0,0,0,0,0,0,1956
395,0,0,0,0,0,0,0,4836
396,0,0,0,0,0,0,0,1956
397,0,0,0,0,0,0,0,1956
398,0,0,0,0,0,0,0,1956
399,0,0,0,0,0,0,0,5196
400,0,0,0,0,0,0,0,2676
401,0,0,0,0,0,0,0,56676
402,0,0,0,0,0,0,0,1956
403,0,0,0,0,0,0,0,1956
404,0,0,0,0,0,0,0,1956
405,0,0,0,0,0,0,0,2676
406,0,0,0,0,0,0,0,10596
407,0,0,0,0,0,0,0,6996
408,0,0,0,0,0,0,0,1956
409,0,0,0,0,0,0,0,1956
410,0,0,0,0,0,0,0,4836
411,0,0,0,0,0,0,0,3876
412,0,0,0,0,0,0,0,1956
413,0,0,0,0,0,0,0,1956
414,0,0,0,0,0,0,0,1956
415,0,0,0,0,0,0,0,1956
416,0,0,0,0,0,0,0,1956
417,0,0,0,0,0,0,0,1956
418,0,0,0,0,0,0,0,4596
419,0,0,0,0,0,0,0,1956
420,0,0,0,0,0,0,0,1956
421,0,0,0,0,0,0,0,4836
422,0,0,0,0,0,0,0,5712
423,0,0,0,0,0,0,0,1956
424,0,0,0,0,0,0,0,1956
425,0,0,0,0,0,0,0,1956
426,0,0,0,0,0,0,0,10146
427,0,0,0,0,0,0,0,4116
428,0,0,0,0,0,0,0,1956
429,0,0,0,0,0,0,0,6276
430,0,0,0,0,0,0,0,9276
431,0,0,0,0,0,0,0,2676
432,0,0,0,0,0,0,0,10596
433,0,0,0,0,0,0,0,1956
434,0,0,0,0,0,0,0,1956
435,0,0,0,0,0,0,0,1956
436,0,0,0,0,0,0,0,1956
437,0,0,0,0,0,0,0,32346
438,0,0,0,0,0,0,0,1956
439,0,0,0,0,0,0,0,1956
440,0,0,0,0,0,0,0,3396
441,0,0,0,0,0,0,0,1956
442,0,0,0,0,0,0,0,33036
443,0,0,0,0,0,0,0,1956
444,0,0,0,0,0,0,0,1956
445,0,0,0,0,0,0,0,1956
446,0,0,0,0,0,0,0,1956
447,0,0,0,0,0,0,0,1956
448,0,0,0,0,0,0,0,1956
449,0,0,0,0,0,0,0,7716
450,0,0,0,0,0,0,0,1956
451,0,0,0,0,0,0,0,1956
452,0,0,0,0,0,0,0,4836
453,0,0,0,0,0,0,0,2676
454,0,0,0,0,0,0,0,1956
455,0,0,0,0,0,0,0,1956
456,0,0,0,0,0,0,0,1956
457,0,0,0,0,0,0,0,2676
458,0,0,0,0,0,0,0,3396
459,0,0,0,0,0,0,0,8226
460,0,0,0,0,0,0,0,1956
461,0,0,0,0,0,0,0,63426
462,0,0,0,0,0,0,0,9876
463,0,0,0,0,0,0,0,1956
464,0,0,0,0,0,0,0,1956
465,0,0,0,0,0,0,0,3876
466,0,0,0,0,0,0,0,4116
467,0,0,0,0,0,0,0,2676
468,0,0,0,0,0,0,0,1956
469,0,0,0,0,0,0,0,1956
470,0,0,0,0,0,0,0,1956
471,0,0,0,0,0,0,0,1956
472,0,0,0,0,0,0,0,15636
473,0,0,0,0,0,0,0,1956
474,0,0,0,0,0,0,0,1956
475,0,0,0,0,0,0,0,46902
476,0,0,0,0,0,0,0,4836
477,0,0,0,0,0,0,0,1956
478,0,0,0,0,0,0,0,1956
479,0,0,0,0,0,0,0,1956
480,0,0,0,0,0,0,0,2676
481,0,0,0,0,0,0,0,1956
482,0,0,0,0,0,0,0,1956
483,0,0,0,0,0,0,0,4626
484,0,0,0,0,0,0,0,1956
485,0,0,0,0,0,0,0,1956
486,0,0,0,0,0,0,0,1956
487,0,0,0,0,0,0,0,3396
488,0,0,0,0,0,0,0,4116
489,0,0,0,0,0,0,0,1956
490,0,0,0,0,0,0,0,1956
491,0,0,0,0,0,0,0,1956
492,0,0,0,0,0,0,0,2676
493,0,0,0,0,0,0,0,12756
494,0,0,0,0,0,0,0,4476
495,0,0,0,0,0,0,0,1956
496,0,0,0,0,0,0,0,1956
497,0,0,0,0,0,0,0,3396
498,0,0,0,0,0,0,0,3396
499,0,0,0,0,0,0,0,1956
500,0,0,0,0,0,0,0,1956
501,0,0,0,0,0,0,0,1956
502,0,0,0,0,0,0,0,1956
503,0,0,0,0,0,0,0,6276
504,0,0,0,0,0,0,0,5556
505,0,0,0,0,0,0,0,2676
506,0,0,0,0,0,0,0,1956
507,0,0,0,0,0,0,0,3396
508,0,0,0,0,0,0,0,1956
509,0,0,0,0,0,0,0,1956
510,0,0,0,0,0,0,0,1956
511,0,0,0,0,0,0,0,1956
512,0,0,0,0,0,0,0,1956
513,0,0,0,0,0,0,0,3876
514,0,0,0,0,0,0,0,1956
515,0,0,0,0,0,0,0,1956
516,0,0,0,0,0,0,0,1956
517,0,0,0,0,0,0,0,3396
518,0,0,0,0,0,0,0,1956
519,0,0,0,0,0,0,0,1956
520,0,0,0,0,0,0,0,7716
521,0,0,0,0,0,0,0,2676
522,0,0,0,0,0,0,0,3756
523,0,0,0,0,0,0,0,6276
524,0,0,0,0,0,0,0,1956
525,0,0,0,0,0,0,0,1956
526,0,0,0,0,0,0,0,4476
527,0,0,0,0,0,0,0,1956
528,0,0,0,0,0,0,0,3396
529,0,0,0,0,0,0,0,1956
530,0,0,0,0,0,0,0,3906
531,0,0,0,0,0,0,0,7506
532,0,0,0,0,0,0,0,1956
533,0,0,0,0,0,0,0,1956
534,0,0,0,0,0,0,0,2676
535,0,0,0,0,0,0,0,7716
536,0,0,0,0,0,0,0,3396
537,0,0,0,0,0,0,0,3396
538,0,0,0,0,0,0,0,1956
539,0,0,0,0,0,0,0,2676
540,0,0,0,0,0,0,0,1956
541,0,0,0,0,0,0,0,4116
542,0,0,0,0,0,0,0,1956
543,0,0,0,0,0,0,0,3396
544,0,0,0,0,0,0,0,1956
545,0,0,0,0,0,0,0,4596
546,0,0,0,0,0,0,0,1956
547,0,0,0,0,0,0,0,1956
548,0,0,0,0,0,0,0,2676
549,0,0,0,0,0,0,0,1956
550,0,0,0,0,0,0,0,3396
551,0,0,0,0,0,0,0,1956
552,0,0,0,0,0,0,0,6396
553,0,0,0,0,0,0,0,1956
554,0,0,0,0,0,0,0,1956
555,0,0,0,0,0,0,0,5196
556,0,0,0,0,0,0,0,4116
557,0,0,0,0,0,0,0,5556
558,0,0,0,0,0,0,0,1956
559,0,0,0,0,0,0,0,6276
560,0,0,0,0,0,0,0,3876
561,0,0,0,0,0,0,0,11796
562,0,0,0,0,0,0,0,4836
563,0,0,0,0,0,0,0,3396
564,0,0,0,0,0,0,0,1956
565,0,0,0,0,0,0,0,1956
566,0,0,0,0,0,0,0,1956
567,0,0,0,0,0,0,0,1956
568,0,0,0,0,0,0,0,3396
569,0,0,0,0,0,0,0,3396
570,0,0,0,0,0,0,0,8436
571,0,0,0,0,0,0,0,1956
572,0,0,0,0,0,0,0,3396
573,0,0,0,0,0,0,0,1956
574,0,0,0,0,0,0,0,1956
575,0,0,0,0,0,0,0,2676
576,0,0,0,0,0,0,0,1956
577,0,0,0,0,0,0,0,1956
578,0,0,0,0,0,0,0,18516
579,0,0,0,0,0,0,0,2676
580,0,0,0,0,0,0,0,1956
581,0,0,0,0,0,0,0,1956
582,0,0,0,0,0,0,0,1956
583,0,0,0,0,0,0,0,3396
584,0,0,0,0,0,0,0,1956
585,0,0,0,0,0,0,0,10596
586,0,0,0,0,0,0,0,1956
587,0,0,0,0,0,0,0,1956
588,0,0,0,0,0,0,0,1956
589,0,0,0,0,0,0,0,21036
590,0,0,0,0,0,0,0,4836
591,0,0,0,0,0,0,0,3396
592,0,0,0,0,0,0,0,1956
593,0,0,0,0,0,0,0,1956
594,0,0,0,0,0,0,0,1956
595,0,0,0,0,0,0,0,1956
596,0,0,0,0,0,0,0,1956
597,0,0,0,0,0,0,0,1956
598,0,0,0,0,0,0,0,1956
599,0,0,0,0,0,0,0,5556
600,0,0,0,0,0,0,0,1956
601,0,0,0,0,0,0,0,1956
602,0,0,0,0,0,0,0,3756
603,0,0,0,0,0,0,0,1956
604,0,0,0,0,0,0,0,1956
605,0,0,0,0,0,0,0,2676
606,0,0,0,0,0,0,0,1956
607,0,0,0,0,0,0,0,3396
608,0,0,0,0,0,0,0,2676
609,0,0,0,0,0,0,0,3756
610,0,0,0,0,0,0,0,4596
611,0,0,0,0,0,0,0,4116
612,0,0,0,0,0,0,0,2676
613,0,0,0,0,0,0,0,3876
614,0,0,0,0,0,0,0,1956
615,0,0,0,0,0,0,0,1956
616,0,0,0,0,0,0,0,1956
617,0,0,0,0,0,0,0,1956
618,0,0,0,0,0,0,0,4116
619,0,0,0,0,0,0,0,1956
620,0,0,0,0,0,0,0,7116
621,0,0,0,0,0,0,0,1956
622,0,0,0,0,0,0,0,1956
623,0,0,0,0,0,0,0,7476
624,0,0,0,0,0,0,0,2676
625,0,0,0,0,0,0,0,3396
626,0,0,0,0,0,0,0,9156
627,0,0,0,0,0,0,0,4836
628,0,0,0,0,0,0,0,1956
629,0,0,0,0,0,0,0,1956
630,0,0,0,0,0,0,0,1956
631,0,0,0,0,0,0,0,1956
632,0,0,0,0,0,0,0,3396
633,0,0,0,0,0,0,0,3876
634,0,0,0,0,0,0,0,1956
635,0,0,0,0,0,0,0,1956
636,0,0,0,0,0,0,0,2676
637,0,0,0,0,0,0,0,1956
638,0,0,0,0,0,0,0,5196
639,0,0,0,0,0,0,0,15636
640,0,0,0,0,0,0,0,1956
641,0,0,0,0,0,0,0,6996
642,0,0,0,0,0,0,0,1956
643,0,0,0,0,0,0,0,1956
644,0,0,0,0,0,0,0,2676
645,0,0,0,0,0,0,0,3396
646,0,0,0,0,0,0,0,9156
647,0,0,0,0,0,0,0,3876
648,0,0,0,0,0,0,0,2676
649,0,0,0,0,0,0,0,1956
650,0,0,0,0,0,0,0,1956
651,0,0,0,0,0,0,0,4116
652,0,0,0,0,0,0,0,1956
653,0,0,0,0,0,0,0,3396
654,0,0,0,0,0,0,0,3396
655,0,0,0,0,0,0,0,1956
656,0,0,0,0,0,0,0,2676
657,0,0,0,0,0,0,0,3756
658,0,0,0,0,0,0,0,1956
659,0,0,0,0,0,0,0,1956
660,0,0,0,0,0,0,0,5676
661,0,0,0,0,0,0,0,1956
662,0,0,0,0,0,0,0,5196
663,0,0,0,0,0,0,0,3396
664,0,0,0,0,0,0,0,1956
665,0,0,0,0,0,0,0,1956
666,0,0,0,0,0,0,0,4116
667,0,0,0,0,0,0,0,1956
668,0,0,0,0,0,0,0,1956
669,0,0,0,0,0,0,0,6756
670,0,0,0,0,0,0,0,1956
671,0,0,0,0,0,0,0,10956
672,0,0,0,0,0,0,0,3396
673,0,0,0,0,0,0,0,1956
674,0,0,0,0,0,0,0,1956
675,0,0,0,0,0,0,0,1956
676,0,0,0,0,0,0,0,1956
677,0,0,0,0,0,0,0,2676
678,0,0,0,0,0,0,0,3396
679,0,0,0,0,0,0,0,2676
680,0,0,0,0,0,0,0,1956
681,0,0,0,0,0,0,0,75396
682,0,0,0,0,0,0,0,1956
683,0,0,0,0,0,0,0,1956
684,0,0,0,0,0,0,0,1956
685,0,0,0,0,0,0,0,1956
686,0,0,0,0,0,0,0,1956
687,0,0,0,0,0,0,0,11676
688,0,0,0,0,0,0,0,1956
689,0,0,0,0,0,0,0,4836
690,0,0,0,0,0,0,0,1956
691,0,0,0,0,0,0,0,3876
692,0,0,0,0,0,0,0,1956
693,0,0,0,0,0,0,0,2676
694,0,0,0,0,0,0,0,9876
695,0,0,0,0,0,0,0,1956
696,0,0,0,0,0,0,0,6036
697,0,0,0,0,0,0,0,5556
698,0,0,0,0,0,0,0,1956
699,0,0,0,0,0,0,0,1956
700,0,0,0,0,0,0,0,1956
701,0,0,0,0,0,0,0,6636
702,0,0,0,0,0,0,0,3396
703,0,0,0,0,0,0,0,1956
704,0,0,0,0,0,0,0,1956
705,0,0,0,0,0,0,0,1956
706,0,0,0,0,0,0,0,1956
707,0,0,0,0,0,0,0,1956
708,0,0,0,0,0,0,0,1956
709,0,0,0,0,0,0,0,11226
710,0,0,0,0,0,0,0,8196
711,0,0,0,0,0,0,0,1956
712,0,0,0,0,0,0,0,7356
713,0,0,0,0,0,0,0,4836
714,0,0,0,0,0,0,0,1956
715,0,0,0,0,0,0,0,4836
716,0,0,0,0,0,0,0,1956
717,0,0,0,0,0,0,0,8796
718,0,0,0,0,0,0,0,1956
719,0,0,0,0,0,0,0,9786
720,0,0,0,0,0,0,0,4116
721,0,0,0,0,0,0,0,12906
722,0,0,0,0,0,0,0,4476
723,0,0,0,0,0,0,0,1956
724,0,0,0,0,0,0,0,9876
725,0,0,0,0,0,0,0,4476
726,0,0,0,0,0,0,0,1956
727,0,0,0,0,0,0,0,1956
728,0,0,0,0,0,0,0,1956
729,0,0,0,0,0,0,0,1956
